33341-9,Granular casts,UA,#/area; Artificial Intelligence; Automated detection; Cast; Comp Assist; Gran Casts; Kidney; Nephrology; Number areic; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UA; UR; URINALYSIS; Urn,Gran Casts #/area Ur Comp Assist,/HPF,Granular casts [#/area] in Urine by Computer assisted method,/[HPF],Granular casts Computer assisted (U) [#/Area]
19075-1,Cells counted.total,HEM/BC,Cell; Cellularity; Cerebral spinal fluid; Cerebrospinal Fl; Cnt; Count; HEMATOLOGY/CELL COUNTS; Non-aggregate; Number; Point in time; QNT; Quan; Quant; Quantitative; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Tot; Total cells; Total Cells Counted; Totl,Total Cells Counted CSF,#,Cells Counted Total [#] in Cerebral spinal fluid,{#},Cells Counted Total (CSF) [#]
44751-6,Nuclear Ab,SERO,ABS; Aby; ACIF; ANA; ANF; Antby; Anti; Antibodies; Antibody; Anticomplement Immunofluorescence; Antinuclear antibody; Autoantibodies; Autoantibody; FA; FANA; Fluorescent antibody; Fluoresent; IFA; Immune fluorescence; Immunoflour; Immunofluor; Immunofluorescence; NA; Nuc; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serology; Serum; SR; Time Resolved Fluorescence; TRF,ANA Ser Ql IF Rat Kidney,,Nuclear Ab [Presence] in Serum by Immunofluorescence (IF) rat kidney,,Nuclear Ab IF rat kidney Ql (S)
19157-7,Tube number,SPEC,Cerebral spinal fluid; Cerebrospinal Fl; Ident; Identifier; No; Nominal; Num; Point in time; Random; SPEC; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Tube #,Tube # CSF,,Tube number of Cerebral spinal fluid,,Tube number Nom (CSF) [ID]
12210-1,Eosinophils/Leukocytes,UA,Eos; Eosin; Eosino; Eosinophil; Eosins; Kidney; Leuc; Leuk; Leukocyte; Lkcs; Manl; Nephrology; Number Fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UA; UniversalLabOrders; UR; URINALYSIS; Urine sediment; Urn; UrnS; WBC; WBCs; White blood cell; White blood cells,Eosinophil NFr UrnS Manual,%,Eosinophils/Leukocytes in Urine sediment by Manual count,%,Eosinophils/Leukocytes Manual cnt (Urine sed)
46999-9,Bacterial vaginosis & vaginitis rRNA panel,PANEL.MICRO,Bact; DNA NUCLEIC ACID PROBE; DNA probe; Genital vaginal; Gyn; Gynecology; ID; Infectious Disease; InfectiousDisease; Microbiology; OB; ObGyn; Obstetrics; Pan; PANEL.MICROBIOLOGY; Panl; Pnl; Point in time; Random; ribosomal RNA; Vag fld; Vag fluid; Vagina; Vaginal fluid; Vaginal pathogens; Vaginosis/itis rRNA Pnl,Vaginosis/itis rRNA Pnl Vag Probe,,Bacterial vaginosis and vaginitis rRNA panel - Vaginal fluid by Probe,,Bacterial vaginosis and vaginitis rRNA panel Probe (Vag fld)
60489-2,Streptococcus pyogenes DNA,MICRO,3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; GAS; Group A Strep; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; S pyogenes; Screen; SDA; Steptococcus Group A; Strand Displacement Amplification; Strep; Strept; Streptococci group A; Streptococcus group A; Throat; TMA; Transcription mediated amplification; Upper respiratory,S pyo DNA Throat Ql NAA+probe,,Streptococcus pyogenes DNA [Presence] in Throat by NAA with probe detection,,S. pyogenes DNA NAA+probe Ql (Throat)
30211-7,Collection duration,SPEC,Coll; Collect; Collect duration; Collected; Durat; QNT; Quan; Quant; Quantitative; Spec,Collect duration Time Spec,H,Collection duration of Specimen,h,Collection duration (Unsp spec)
133-9,cefTAZidime,ABXBACT,ANTIBIOTIC SUSCEPTIBILITIES; AST; Ceftaz; Forj; Fortaz; ID; Infectious Disease; InfectiousDisease; Islt; Isol; Minimum inhibitory concentration; Point in time; Random; Sus; Suscept; Susceptibilities; Susceptibility; Susceptibilty; Tazicef; Tazj,cefTAZidime Islt MIC,,cefTAZidime [Susceptibility] by Minimum inhibitory concentration (MIC),,cefTAZidime MIC [Susc]
17353-4,Neutrophil cytoplasmic Ab.classic,SERO,ACIF; ACNA; ACPA; ANCA; Anticomplement Immunofluorescence; cANCA; c-ANCA; Cytopl; Cytoplas; Cytoplasmic ANCA; FA; Fluorescent antibody; Fluoresent; Granulocyte ab; Granulocyte nucleus ab; IFA; Immune fluorescence; Immunoflour; Immunofluor; Immunofluorescence; Neut; Neutr; Neutrophils; Ordinal; PMN; PNM; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serology; Serum; SR; Time Resolved Fluorescence; TRF; Vasculitis,c-ANCA Ser Ql IF,,Neutrophil cytoplasmic Ab.classic [Presence] in Serum by Immunofluorescence,,Neutrophil cytoplasmic Ab.classic IF Ql (S)
25418-5,Mumps virus Ab.IgG,MICRO,ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; MEIA; Microbiology; MuV; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; SUDS; UniversalLabOrders,MuV IgG Ser IA-aCnc,,Mumps virus IgG Ab [Units/volume] in Serum by Immunoassay,{index_val},MuV IgG IA Qn (S)
7789-1,Acanthocytes,HEM/BC,Acanthocyte; Blood; HEMATOLOGY/CELL COUNTS; LM; Micro; Micros; Microscopic; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Spur cells; WB; Whole blood,Acanthocytes Bld Ql Smear,,Acanthocytes [Presence] in Blood by Light microscopy,,Acanthocytes LM Ql (Bld)
3719-2,Lithium,DRUG/TOX,DRUG/TOXICOLOGY; Drugs; Eskalith; Level; Li; Lithane; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders,Lithium SerPl-mCnc,ug/mL,Lithium [Mass/volume] in Serum or Plasma,ug/mL,Lithium [Mass/Vol]
54089-8,Newborn screening panel,PANEL.CHEM,Asympt; Asymptomatic; Chemistry; NB Screen Pnl; NBS; New born; Pan; PANEL.CHEMISTRY; Panl; Pnl; Point in time; Random; Scn; UniversalLabOrders,NB Screen Pnl Patient AHIC,,Newborn screening panel American Health Information Community (AHIC),,NBS panel AHIC
56536-6,Thyroglobulin Ab,SERO,ABS; Aby; Antby; Anti; Antibodies; Antibody; Antithyroglob; Arbitrary concentration; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Endocrine; Endocrinology; Enzyme immunoassay; Hashimoto's thyroiditis; IAA; MEIA; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; Serology; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; SUDS; Tg; TgAbs; Thyglobulin; Thyroglbn; Thyroglob; Tumor marker,Thyroglob Ab SerPl IA-aCnc,,Thyroglobulin Ab [Units/volume] in Serum or Plasma by Immunoassay,[arb'U]/mL,Thyroglobulin Ab IA Qn
69002-4,Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+66+68 E6+E7 mRNA,MICRO,3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Cervix; DNA NUCLEIC ACID PROBE; DNA probe; Genital tract; Genital warts; Gyn; Gynecology; HPV; HPV E6+E7; HPV E6+E7 mRNA; HPV I/H Risk 4; HPV16; HPV16 and 18; HPV16+18; HPV16+18+H Risk 12; Human papillomavirus; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; OB; ObGyn; Obstetrics; Ordinal; Papilloma virus high risk; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Strand Displacement Amplification; TMA; Transcription mediated amplification,HPV E6+E7 mRNA Cvx Ql NAA+probe,,Human papilloma virus E6+E7 mRNA [Presence] in Cervix by NAA with probe detection,,HPV E6+E7 mRNA NAA+probe Ql (Cvx)
17792-3,Sjogrens syndrome-A extractable nuclear Ab,SERO,ABS; Aby; ANA; ANF; Antby; Anti; Antibodies; Antibody; Antinuclear antibody; Arbitrary concentration; Autoantibodies; Autoantibody; ENA; ENA SS-A; NA; Nuc; Point in time; QNT; Quan; Quant; Quantitative; Random; Ro; Ro AB; Serology; Serum; Sjogren; SR; SS; SSA; SS-A; UniversalLabOrders,ENA SS-A Ab Ser-aCnc,Index; units/mL,Sjogrens syndrome-A extractable nuclear Ab [Units/volume] in Serum,[arb'U]/mL,Sjogrens syndrome-A extractable nuclear Ab Qn (S)
44447-1,Beta 2 glycoprotein 1 Ab.IgA,COAG,ABS; Aby; Antby; Anti; Antibodies; Antibody; APOH; Apolipoprotein H; Arbitrary concentration; Autoantibodies; Autoantibody; B; B2 Glycoprot1; B2 glycoprotein 1; B2GPI; B2-GPI; COAGULATION; EIA; ELFA; ELISA; Enzyme immunoassay; gG; Glycoprot; Glycoproteins; GP; Hematology; Heme; i; IAA; II; Immune globulin A; Immunoglobulin A; MEIA; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; SUDS; UniversalLabOrders,B2 Glycoprot1 IgA SerPl IA-aCnc,arb U/mL,Beta 2 glycoprotein 1 IgA Ab [Units/volume] in Serum or Plasma by Immunoassay,[arb'U]/mL,Beta 2 glycoprotein 1 IgA IA Qn
19128-8,Bacteria,MICRO,Bact; C&S; Cath Tip; Catheter tip; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; UniversalLabOrders,Bacteria Cath Tip Cult,,Bacteria identified in Catheter tip by Culture,,Bacteria identified Cx Nom (Catheter tip)
47596-2,Calcium.ionized,CHEM,Blood; Ca; Ca-I; Cal; Calcium active; Calcium free; Chemistry; Coagulation factor I; ICA; Ion; Ion selective membrane electode; Ion selective membrane electrode; Ion-selective electrode; Level; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance concentration; WB; Whole blood,Ca-I Bld ISE-sCnc,mmol/L,Calcium.ionized [Moles/volume] in Blood by Ion-selective membrane electrode (ISE),mmol/L,Calcium.ionized ISE (Bld) [Moles/Vol]
20421-4,Barbiturates,DRUG/TOX,Addiction; Barb; Barbiturate; Barbs; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Ordinal; Pl; Plasma; Plsm; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR,Barbiturates SerPl Ql Scn,,Barbiturates [Presence] in Serum or Plasma by Screen method,,Barbiturates Screen Ql
11279-7,Urine sediment comments,UA,Finding; Findings; Kidney; LM; Micro; Micros; Microscopic; Narrative; Nephrology; Point in time; Random; Renal; Report; UA; UR; URINALYSIS; Urine sediment; Urn; UrnS; UrnS Cmnt,UrnS Cmnt Micro,,Urine sediment comments by Light microscopy Narrative,,Urine sediment comments LM Nar (Urine sed)
56469-0,Cardiac heart disease risk,CHEM,CHD risk; Chemistry; Dis; Diseases; Dz; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; Ratios; Rto; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR,CHD risk SerPl-Rto,,Cardiac heart disease risk [Ratio] in Serum or Plasma,,Cardiac heart disease risk [Ratio]
6447-7,Legionella pneumophila Ag,MICRO,Antigen; Antigens; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; ID; Infectious Disease; InfectiousDisease; L pneumo; L pneumonphila; Legion; Legionela; MEIA; Microbiology; Ordinal; Pneu; pneum; Pneumophilia; Point in time; PR; QL; Qual; Qualitative; Random; Screen; SUDS; UA; UniversalLabOrders; UR; Urn,L pneumo Ag Ur Ql IA,,Legionella pneumophila Ag [Presence] in Urine by Immunoassay,,L. pneumophila Ag IA Ql (U)
2110-5,Choriogonadotropin.beta subunit,CHEM,B; B HCG; Beta HCG; Beta human chorionic gonadotropin; B-HCG; CG; Chemistry; Choriogonadotropin beta chain; Choriogonadotropins total; Chorionic gonadotropin; Gyn; Gynecology; HCG; Human chorionic gonadotropin; OB; ObGyn; Obstetrics; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; Screen; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Tumor marker; UniversalLabOrders,B-HCG SerPl Ql,,Choriogonadotropin.beta subunit [Presence] in Serum or Plasma,,HCG.beta subunit Ql
801-1,Sickle cells,HEM/BC,Blood; Cell; Cellularity; Drepanocyte; Drepanocytes; HEMATOLOGY/CELL COUNTS; LM; Micro; Micros; Microscopic; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; WB; Whole blood,Sickle Cells Bld Ql Smear,,Sickle cells [Presence] in Blood by Light microscopy,,Sickle cells LM Ql (Bld)
7258-7,Cow milk Ab.IgE,ALLERGY,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; f002; f2; f43; Immune globulin E; Immunoglobulin E; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; UniversalLabOrders,Cow Milk IgE Qn,kIU/L,Cow milk IgE Ab [Units/volume] in Serum,k[IU]/L,Cow milk IgE Qn (S)
22763-7,Ammonia,CHEM,Amm; Ammon; Amon; Chemistry; Hepatology; Kidney; Level; Liver; Mass Concentration; Nephrology; NH3; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UniversalLabOrders,Ammonia Plas-mCnc,ug/dL,Ammonia [Mass/volume] in Plasma,ug/dL,Ammonia (P) [Mass/Vol]
8638-9,T wave axis,EKG.MEAS,Cardiac; Cardio; Cardiology; ECG; EKG.MEASUREMENTS; Electrocardiogram; Electrocardiograph; Heart Disease; Hrt; Point in time; QNT; Quan; Quant; Quantitative; Random; T prime,T wave axis,,T wave axis,,
59590-0,1-Hydroxymidazolam,DRUG/TOX,1-Hydroxy midazolam; 1OH-midazolam; Alpha hydroxymidazolam; Alpha-hydroxymidazolam; Cfm; Chlonazepam metabolite; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; GCMS; i; LC/MS/MS; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn,1OH-midazolam Ur Cfm-mCnc,ng/mL,1-Hydroxymidazolam [Mass/volume] in Urine by Confirmatory method,ng/mL,1-Hydroxymidazolam Confirm (U) [Mass/Vol]
25162-9,Hyaline casts,UA,Cast; Kidney; LM; Micro; Micros; Microscopic; Nephrology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Renal; Screen; UA; UR; URINALYSIS; Urine sediment; Urn; UrnS,Hyaline Casts UrnS Ql Micro,,Hyaline casts [Presence] in Urine sediment by Light microscopy,,Hyaline casts LM Ql (Urine sed)
48309-9,BK virus DNA,MICRO,#; 3 Self-Sustaining Sequence Replication; 3SR SR; ABS; absolute; absolutes; Amplif; Amplification; Amplified; BKV; Cnt; Count; Count/volume; CT; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; Misc; Miscellaneous; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Number concentration; Number Concentration (count/vol); Other; PCR; Point in time; Polymerase chain reaction; Probe amp; Probe with ampification; Probe with target amplification; QBR; QNT; Quan; Quant; Quantitative; Random; SDA; Spec; Strand Displacement Amplification; TMA; To be specified in another part of the message; Transcription mediated amplification; Unspecified; Viral load,BKV DNA # Spec NAA+probe,copies/mL,BK virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,{copies}/mL,BK virus DNA NAA+probe (Specimen) [#/Vol]
8634-8,QT interval,EKG.MEAS,Cardiac; Cardio; Cardiology; ECG; EKG.MEASUREMENTS; Electrocardiogram; Electrocardiograph; Heart Disease; Hrt; Point in time; QNT; Q-T interval; Quan; Quant; Quantitative; Random,Q-T interval,s,Q-T interval,s,
45324-1,Ethyl glucuronide,DRUG/TOX,DRUG/TOXICOLOGY; Drugs; EtG; Ethanol metabolite; Gluc; Glucouronide; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UniversalLabOrders; UR; Urn,Ethyl glucuronide Ur-mCnc,mg/L,Ethyl glucuronide [Mass/volume] in Urine,mg/L,Ethyl glucuronide (U) [Mass/Vol]
38180-6,Hepatitis C virus RNA,MICRO,3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; DNA NUCLEIC ACID PROBE; DNA probe; HCV; Hep; Hep C; Hepatis; Hepatit; Hepatology; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Liver; Log ACNC; Log IU; Microbiology; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; PCR; Pl; Plasma; Plsm; Point in time; Polymerase chain reaction; Probe amp; Probe with ampification; Probe with target amplification; QBR; QNT; Quan; Quant; Quantitative; Random; Ribonucleic acid; SDA; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Strand Displacement Amplification; TMA; Transcription mediated amplification; UniversalLabOrders; Viral load,HCV RNA SerPl NAA+probe-Log IU,log IU/mL,Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection,{Log_IU}/mL,HCV RNA NAA+probe [Log units/Vol]
8626-4,P wave axis,EKG.MEAS,Cardiac; Cardio; Cardiology; ECG; EKG.MEASUREMENTS; Electrocardiogram; Electrocardiograph; Heart Disease; Hrt; P prime; Point in time; QNT; Quan; Quant; Quantitative; Random,P wave axis,deg,P wave axis,deg,
13824-8,Arsenic/Creatinine,DRUG/TOX,1 day; 24 hours; 24HR; AS; CR; Crea; Creat; DRUG/TOXICOLOGY; Drugs; Mass concentration ratio; Mass ratio; MCRto; QNT; Quan; Quant; Quantitative; UA; UCr; UR; Urn,Arsenic/Creat 24h Ur,ug/g creatinine,Arsenic/Creatinine [Mass Ratio] in 24 hour Urine,ug/g{creat},Arsenic/Creatinine (24H U) [Mass ratio]
739-3,Metamyelocytes,HEM/BC,#; ABS; absolute; absolutes; Blood; Cnt; Count; Count/volume; CT; Hematology; HEMATOLOGY/CELL COUNTS; Heme; Manl; Meta; Metamyelo; Metamyelocyte; Metamyelocyte%; Metas; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood,Metamyelocytes # Bld Manual,10*9/L,Metamyelocytes [#/volume] in Blood by Manual count,10*3/uL,Metamyelocytes Manual cnt (Bld) [#/Vol]
20428-9,Phospholipid Ab.IgG,COAG,ABS; Aby; Antby; Anti; Antibodies; Antibody; Antiphospholipid; aPA; APL; Autoantibodies; Autoantibody; COAGULATION; Hematology; Heme; Immune globulin G; Immunoglobulin G; Lipid; Ordinal; Phoslpd; Phospholipids; Pl; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR,Phospholipid IgG Ser Ql,,Phospholipid IgG Ab [Presence] in Serum,,Phospholipid IgG Ql (S)
20429-7,Phospholipid Ab.IgM,COAG,ABS; Aby; Antby; Anti; Antibodies; Antibody; Antiphospholipid; aPA; APL; Autoantibodies; Autoantibody; COAGULATION; Hematology; Heme; Immune globulin M; Immunoglobulin M; Lipid; Ordinal; Phoslpd; Phospholipids; Pl; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR,Phospholipid IgM Ser Ql,,Phospholipid IgM Ab [Presence] in Serum,,Phospholipid IgM Ql (S)
30361-0,HIV 2 Ab,MICRO,ABS; Aby; AIDS; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; HIV type 2; HIV type II; Human immunodeficiency virus; IAA; ID; II; Infectious Disease; InfectiousDisease; MEIA; Microbiology; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; Screen; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; SUDS; UniversalLabOrders,HIV 2 Ab SerPl Ql IA,,HIV 2 Ab [Presence] in Serum or Plasma by Immunoassay,,HIV 2 Ab IA Ql
34557-9,Cell count & Differential panel,PANEL.HEM/BC,"B/F; BF; bod; Bodies; Body fluid; Body fluid, unsp; Cell Cnt + Diff Pnl; Diff; Diff Pnl; Differl; Differn; Fl; Fld; FLU; Fluid; HEMATOLOGY/CELL COUNTS; Pan; PANEL.HEMATOLOGY& CELL COUNTS; Panl; Pnl; Point in time; QNT; Quan; Quant; Quantitative; Random; UniversalLabOrders",Cell Cnt + Diff Pnl Fld,,Cell count and Differential panel - Body fluid,,Cell count and Differential panel (Body fld)
586-8,Streptococcus agalactiae,MICRO,C&S; Cult; Cultures; GBS; Gp B Strep; Group B; Group B Strep; ID; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Ordinal; Other; Point in time; PR; QL; Qual; Qualitative; Random; S agalactiae; Screen; Spec; Steptococcus Group B; Strep; Strep B; Strep group B; Strept; Streptococci group B; To be specified in another part of the message; UniversalLabOrders; Unspecified,Gp B Strep Spec Ql Cult,,Streptococcus agalactiae [Presence] in Specimen by Organism specific culture,,S. agalactiae Org specific cx Ql (Specimen)
40667-8,Rubella virus Ab.IgG,MICRO,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Congenital rubella syndrome; EIA; ELFA; ELISA; Enzyme immunoassay; German measles; IAA; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; MEIA; Microbiology; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; RUBV; Screen; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; SUDS,RUBV IgG SerPl Ql IA,,Rubella virus IgG Ab [Presence] in Serum or Plasma by Immunoassay,,Rubella virus IgG IA Ql
62487-4,Urobilinogen,UA,Auto; Automated detection; Dip stick; Dipstick; Elec; Elect; Electr; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UBG; UR; URINALYSIS; Urn; Urobili; Urobilngn,Urobilinogen Ur Ql Strip.auto,,Urobilinogen [Presence] in Urine by Automated test strip,,Urobilinogen Auto test strip Ql (U)
32624-9,Race,CLIN,AOEObservation; CLIN; Ethnicity; Nominal; Point in time; Random; Typ,Race,,Race,,
1795-4,Amylase,CHEM,"Alpha amylase; Ams; Amyl; B/F; BF; bod; Bodies; Body fluid; Body fluid, unsp; Catalytic Concentration; Chemistry; Diastase; Fl; Fld; FLU; Fluid; Gastro; Gastroenterology; GI; k87; Point in time; QNT; Quan; Quant; Quantitative; Random; UniversalLabOrders",Amylase Fld-cCnc,arb U/L,Amylase [Enzymatic activity/volume] in Body fluid,U/L,Amylase (Body fld) [Catalytic activity/Vol]
51633-6,Platelets.reticulated/Platelets,HEM/BC,Blood; HEMATOLOGY/CELL COUNTS; Immature platelets; Number fraction; Percent; Platelet; Platelt; Plt; Point in time; QNT; Quan; Quant; Quantitative; Random; RP; Thrb; Thrombocyte; Thrombocytes; WB; Whole blood; Young platelets,Platelets.reticulated NFr Bld,%,Platelets reticulated/Platelets in Blood,%,Platelets reticulated/Platelets (Bld)
19057-9,ABO & Rh group,BLDBK,ABO + Rh; ABO group and Rh type; ABO+Rh Gp; Blood; BLOOD BANK; D phenotyping; D typing; Hematology; Heme; NB; New born; Nominal; Point in time; Random; Rh phenotyping; Rh typing; Typ; UniversalLabOrders; WB; Whole blood,ABO + Rh Bld NB,,ABO and Rh group [Type] in Blood from Newborn,,ABO and Rh group (Bld newborn)
17791-5,Sjogrens syndrome-B extractable nuclear Ab,SERO,ABS; Aby; ANA; ANF; Antby; Anti; Antibodies; Antibody; Antinuclear antibody; Arbitrary concentration; Autoantibodies; Autoantibody; ENA; ENA SS-B; HA; Ha AB; La AB; NA; Nuc; Point in time; QNT; Quan; Quant; Quantitative; Random; Serology; Serum; Sjogren; SR; SS; SSB; SS-B; UniversalLabOrders,ENA SS-B Ab Ser-aCnc,Index; units/mL,Sjogrens syndrome-B extractable nuclear Ab [Units/volume] in Serum,[arb'U]/mL,Sjogrens syndrome-B extractable nuclear Ab Qn (S)
16226-3,Benzoylecgonine,DRUG/TOX,BEC; BEG; Benz; Benzoylec; BZE; Cfm; CNFR; CNFRM; Cocaine degradation production; Cocaine metabolite; Conf; Confirmation; Confirmatory; Crack metabolite; DRUG/TOXICOLOGY; Drugs; GCMS; LC/MS/MS; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn,BZE Ur Cfm-mCnc,ng/mL,Benzoylecgonine [Mass/volume] in Urine by Confirmatory method,ng/mL,Benzoylecgonine Confirm (U) [Mass/Vol]
609-8,Bacteria,MICRO,Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; Eyeball; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Occular; Oculis; Ophthalmologic; Optic globe; Point in time; Random; UniversalLabOrders; Vision; Visual,Bacteria Eye Aerobe Cult,,Bacteria identified in Eye by Aerobe culture,,Bacteria identified Aer cx Nom (Eye)
17850-9,Herpes simplex virus 1 Ab.IgG,MICRO,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Herp splx; Herpes simplex virus type 1; Herpes simplex virus type I; HSV; HSV1; i; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR; UniversalLabOrders,HSV1 IgG Ser Ql,,Herpes simplex virus 1 IgG Ab [Presence] in Serum,,HSV 1 IgG Ql (S)
8219-8,Opiates,DRUG/TOX,Addiction; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Heroin; Illicit; OP; Opi; Opiate; Ordinal; Pl; Plasma; Plsm; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR,Opiates SerPl Ql Scn,,Opiates [Presence] in Serum or Plasma by Screen method,,Opiates Screen Ql
16126-5,Helicobacter pylori Ab.IgG,MICRO,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; C pylori; Campylobacter pylori; Gastro; Gastroenterology; GI; H pyl; H pylori; Immune globulin G; Immunoglobulin G; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR; UniversalLabOrders,H pylori IgG Ser Ql,,Helicobacter pylori IgG Ab [Presence] in Serum,,H. pylori IgG Ql (S)
